times_burned,area_ha,percent_area
1,122214.77090521,96.3642471587735
2,4478.76541869069,3.5314295856073
3,117.778302227472,0.092866167826732
4,14.262711230373,0.011245902765909
5,0.267837194824219,0.000211185026566
