class,aspect,elevation,slope
marginal,140.77289,1053,22.68201
marginal,28.395828,1441,15.430958
marginal,256.39297,971,7.8355503
marginal,73.38802,1012,36.356575
marginal,112.302956,1311,39.022915
marginal,110.74947,1878,30.709978
marginal,250.26463,704,5.476632
marginal,252.03651,1524,17.480577
marginal,220.08025,1201,26.919474
marginal,119.94162,549,17.969328
marginal,90,840,1.243444
marginal,236.41678,1602,19.35015
marginal,0,1094,0.92740995
marginal,55.912136,1145,17.625628
marginal,32.773365,1575,2.205073
marginal,247.2234,890,11.808694
marginal,14.04171,962,45.033848
marginal,211.48163,970,18.863823
marginal,3.6052005,1418,45.619217
marginal,315.275,1630,20.028921
marginal,233.39961,869,3.1081314
marginal,90,1021,5.9743776
marginal,264.4524,1919,18.515589
marginal,175.00446,865,26.735964
marginal,244.82243,1766,34.407825
marginal,147.91583,1217,21.861761
marginal,306.14807,485,7.8129816
marginal,139.76453,802,15.411626
marginal,245.58394,1058,11.078763
marginal,316.09854,1621,48.886715
marginal,237.84514,1690,58.18762
marginal,319.74872,1363,25.014587
marginal,90,790,2.456612
marginal,316.77258,793,19.568377
marginal,335.02396,830,6.11571
marginal,85.9149,1431,24.440376
marginal,180,862,19.602388
marginal,42.031876,281,3.7407393
marginal,17.93544,1129,3.8934577
marginal,295.98065,860,4.226782
marginal,0,769,0
marginal,172.5695,1424,34.436253
marginal,160.06877,1779,29.60663
marginal,307.8263,734,61.916153
marginal,108.154755,1563,17.313211
marginal,338.2541,706,6.955493
marginal,126.198204,1011,18.207031
marginal,90,888,2.568818
marginal,33.221333,1609,4.4259586
marginal,321.53482,1269,17.229496
marginal,138.06863,1066,19.195532
marginal,306.9349,1478,6.1502066
marginal,325.67117,1386,42.04099
marginal,306.54385,1735,35.25437
marginal,24.523243,1184,27.293344
marginal,177.72322,1594,28.84681
marginal,351.6756,1358,8.376117
marginal,153.7295,1844,23.424938
marginal,101.24027,1604,13.98986
marginal,47.44526,1229,13.461049
marginal,6.4237995,602,21.353567
marginal,291.37363,1695,33.673862
marginal,270,860,4.901163
marginal,241.49893,1818,29.972513
marginal,39.80579,1082,16.43635
marginal,69.83112,1212,5.36433
marginal,166.30832,1455,24.220743
marginal,79.26422,804,9.859534
marginal,115.86643,1937,14.559818
marginal,180,1046,18.775116
marginal,277.82718,1579,25.429321
marginal,0,943,5.547545
marginal,0,801,0
marginal,234.28381,1038,4.755431
marginal,180,868,3.7047918
marginal,214.54938,1252,15.384555
marginal,117.72145,1780,25.974974
marginal,346.11588,1668,20.145521
marginal,41.182552,1566,24.307858
marginal,33.34885,1003,19.229605
marginal,0,1239,17.93964
marginal,169.52562,1477,19.908663
marginal,188.79124,1765,15.560582
marginal,324.83737,919,14.435326
marginal,289.13974,1521,32.693817
marginal,290.9105,983,40.753254
marginal,93.682976,1095,26.74862
marginal,209.1447,1252,38.554054
marginal,125.61557,598,4.7670274
marginal,13.467792,1665,32.31455
marginal,267.14786,1289,18.021078
marginal,201.3975,1594,29.844774
marginal,21.722136,1448,27.598501
marginal,0,769,0
marginal,233.0672,813,3.0841374
marginal,299.18344,1414,20.061293
marginal,115.92203,1198,14.53198
marginal,174.11018,812,22.93398
marginal,180,995,3.7047918
marginal,218.79347,800,13.994786
marginal,109.981575,767,2.7121725
marginal,216.12689,1825,19.83674
marginal,202.39984,1664,47.34897
marginal,253.13533,1189,31.54084
marginal,236.75015,1340,33.0049
marginal,292.93057,1353,13.997872
marginal,314.4586,1110,16.723478
marginal,86.40182,1211,37.733006
marginal,322.49252,1457,60.8879
marginal,308.70248,1203,28.531536
marginal,229.23956,1907,20.400469
marginal,0,461,0.92740995
marginal,8.1550455,1487,31.85761
marginal,288.35504,1214,37.63512
marginal,40.131428,703,9.61349
marginal,50.549747,606,37.390156
marginal,90,892,1.2293009
marginal,233.03552,949,3.081875
marginal,190.86105,1791,6.5817523
marginal,233.61792,745,1.5632371
marginal,0,769,0
marginal,230.18382,595,38.085625
marginal,190.60793,1433,6.5762906
marginal,21.931732,954,22.724737
marginal,173.5032,721,11.062288
marginal,314.93338,1617,11.655304
marginal,0,525,1.8543341
marginal,273.21658,1070,16.092741
marginal,159.51924,1294,13.59974
marginal,149.26704,1331,13.756818
marginal,101.08342,1551,18.61495
marginal,68.9367,978,2.5789278
marginal,48.82321,1119,11.127839
marginal,182.67361,1467,42.22384
marginal,71.54238,1633,29.354483
marginal,72.38471,1097,20.527872
marginal,110.97106,1910,2.589742
marginal,280.3006,1682,49.645294
marginal,105.82894,1739,10.095165
marginal,150.68973,1458,7.404121
marginal,240.38065,881,11.118022
marginal,0,482,0
marginal,79.72756,353,24.412071
marginal,111.838585,791,25.579485
marginal,90,1321,27.603222
marginal,0,766,0.92740995
marginal,129.59578,1679,39.101864
marginal,292.40024,238,11.991222
marginal,154.13655,1084,35.05341
marginal,77.605675,642,12.748874
marginal,339.7322,1564,35.93313
marginal,102.00186,1179,17.295952
marginal,94.61019,1562,21.939585
marginal,135.39775,934,15.260498
marginal,55.654736,2078,16.009583
marginal,303.39478,1113,16.388966
marginal,102.1076,360,21.100893
marginal,17.167994,811,30.667677
marginal,64.300995,898,4.2697444
marginal,341.6773,758,3.9020562
marginal,94.67578,1327,11.231728
marginal,12.795924,1439,40.80081
marginal,169.28604,1271,6.578562
marginal,53.03447,955,1.5420154
marginal,198.98802,1055,3.9173367
marginal,30.864397,518,7.520077
marginal,53.60259,1170,27.399038
marginal,37.87578,995,16.019323
marginal,165.3987,1724,27.40985
marginal,67.19867,986,14.069963
marginal,212.88876,1027,8.767056
marginal,255.49695,1372,21.19813
marginal,187.02362,1060,27.561193
marginal,180,843,3.7047918
marginal,103.43137,2075,22.691933
marginal,180,1699,5.547545
marginal,347.63553,1117,5.6784234
marginal,39.023518,1320,9.463821
marginal,297.21844,1061,8.057717
marginal,327.89688,1590,37.393993
marginal,16.278734,769,21.199709
marginal,173.62161,667,11.059773
marginal,290.8859,1026,19.96364
marginal,325.75247,1086,6.7014904
marginal,238.66817,1698,35.602894
marginal,354.5341,726,12.82558
marginal,228.35327,1397,29.26055
marginal,105.87217,1674,22.505417
marginal,103.7732,940,25.452232
marginal,216.35257,881,19.889599
marginal,69.131424,1873,5.1930566
marginal,263.0712,1392,28.224567
marginal,102.63641,1132,20.303646
marginal,38.565784,1669,31.844387
marginal,224.22804,723,8.986033
marginal,188.411,1428,35.754116
marginal,270,1562,7.1431255
marginal,355.81378,1408,16.286217
marginal,184.51495,1557,28.185045
marginal,315.77,848,18.720041
marginal,262.2975,992,19.917097
marginal,164.16092,1950,41.18545
marginal,23.38891,996,38.43776
marginal,302.60968,1021,25.66917
marginal,192.82878,734,5.688648
marginal,138.12762,806,7.431447
marginal,246.75786,802,7.0157804
marginal,266.51877,722,14.927341
marginal,254.08777,1374,22.455702
marginal,0,1098,0.92740995
marginal,264.6443,1453,9.838956
marginal,232.5638,899,1.5254247
marginal,182.17062,1227,28.845068
marginal,325.40063,640,2.2523754
marginal,170.82167,1152,38.781464
marginal,90,932,1.2872473
marginal,238.37767,1004,7.0401473
marginal,99.74495,925,16.00877
marginal,295.31778,1842,22.606478
marginal,204.7415,1222,39.953712
marginal,156.59232,924,6.041514
marginal,0,769,0
marginal,255.84773,811,3.7878964
marginal,119.90501,973,5.5634294
marginal,10.007373,1030,19.881666
marginal,180,1202,11.883978
marginal,273.652,910,14.259252
marginal,215.98462,1304,10.206613
marginal,24.072964,1265,24.748495
marginal,8.7236595,1814,34.521896
marginal,17.429659,1107,29.9794
marginal,115.88709,2197,10.502537
marginal,0,769,0
marginal,20.588589,1748,22.539114
marginal,131.38452,1110,28.310768
marginal,8.719392,381,8.38465
marginal,0,748,0.92740995
marginal,180,1552,6.464861
marginal,195.13385,1523,33.85269
marginal,208.49911,1657,30.516525
marginal,43.968613,701,12.675887
marginal,212.50566,1500,29.102554
marginal,270,860,1.2729499
marginal,259.74338,533,5.1946645
marginal,167.07503,1225,5.690818
marginal,46.88199,1087,13.324162
marginal,120.31397,914,29.997374
marginal,66.19377,1576,21.852762
marginal,115.08425,1248,31.422031
marginal,90,1549,7.2489347
marginal,180,801,0.92740995
marginal,131.92522,1643,28.057724
marginal,180,1164,0.92740995
marginal,7.5314965,896,26.847977
marginal,233.6744,1675,29.850069
marginal,327.5622,1547,30.735403
marginal,280.25735,1157,5.1942945
marginal,127.41693,1661,20.454693
marginal,73.33441,1223,26.931053
marginal,225.8354,537,16.806648
marginal,86.536415,1446,28.186562
marginal,231.42613,986,23.814281
marginal,126.091805,376,3.1457782
marginal,314.09775,1366,37.51169
marginal,110.32307,476,13.118238
marginal,202.14113,1781,34.955887
marginal,167.47162,1549,5.6819863
marginal,22.222555,1487,27.681479
marginal,92.26545,1536,39.31837
marginal,278.1885,1074,24.447296
marginal,224.1711,1204,24.293306
marginal,328.84702,1694,26.188232
marginal,233.987,1689,6.284472
marginal,333.69196,1086,8.220378
marginal,53.373627,775,1.5542611
marginal,159.11467,1863,25.879547
marginal,132.6114,843,34.737324
marginal,168.72397,1731,23.227386
marginal,180,728,1.8543341
marginal,127.3219,1248,4.5795474
marginal,180,1301,37.84767
marginal,96.20836,1772,36.81239
marginal,161.73134,1774,11.561143
marginal,0,934,1.8543341
marginal,338.46246,1706,27.56846
marginal,277.615,1653,31.415989
marginal,266.69388,742,59.299435
marginal,310.6263,869,19.19088
marginal,265.59286,1410,32.292114
marginal,201.28629,1329,35.461987
marginal,256.40186,632,3.9386995
marginal,278.47714,687,12.38676
marginal,214.208,1394,38.74828
marginal,76.36827,804,3.9292068
marginal,88.42207,947,30.449772
marginal,0,927,0
marginal,354.65457,1633,24.476799
marginal,243.81723,566,4.1965384
marginal,198.8237,887,3.9135027
marginal,123.877266,695,17.71599
marginal,314.18863,719,5.307355
marginal,176.65948,896,48.21064
marginal,158.64044,479,6.937173
marginal,34.80427,868,20.534794
marginal,44.455605,986,29.551622
marginal,107.88089,2022,25.384314
marginal,114.8443,1318,6.5932527
marginal,116.64586,2025,19.847136
marginal,327.83545,1457,24.65247
marginal,68.79149,1849,30.18697
marginal,84.00164,1217,8.805519
marginal,109.76841,1019,10.837971
marginal,140.75945,954,5.9660435
marginal,10.6161995,1096,12.9840765
marginal,161.10748,396,3.9151034
marginal,13.2027855,1231,15.783662
marginal,120.6655,928,19.24567
marginal,5.249726,690,13.70355
marginal,284.04984,1787,21.80553
marginal,0,769,0
marginal,136.79329,997,22.878193
marginal,20.052313,1439,27.337698
marginal,53.56652,1360,6.222318
marginal,205.51585,1203,32.852005
marginal,47.632984,1456,43.8569
marginal,313.40088,1226,22.980478
marginal,330.00348,1516,18.595238
marginal,276.0059,769,8.794706
marginal,236.56378,1273,23.781967
marginal,332.93073,1680,16.217958
marginal,258.6809,724,13.897449
marginal,0,769,0
marginal,251.3482,1101,29.107952
marginal,34.56228,1494,13.272568
marginal,138.74033,1210,10.968322
marginal,10.610736,1043,6.5763507
marginal,319.6952,836,15.426683
marginal,0,769,0
marginal,162.55106,1595,43.0232
marginal,50.54556,1320,28.144657
marginal,24.709743,498,3.0600102
marginal,209.12337,1669,19.396135
marginal,12.825031,699,5.688564
marginal,90,1114,1.2845771
marginal,42.747704,1460,8.771886
marginal,357.49557,1614,27.406916
marginal,24.227076,318,3.048324
marginal,118.1888,1561,18.915894
marginal,225.04453,1489,36.246815
marginal,109.83419,1409,2.731477
marginal,223.65988,1987,31.138102
marginal,0,787,0
marginal,19.604511,1369,18.081558
marginal,0,369,0
marginal,141.69524,1588,30.889095
marginal,0,769,0
marginal,207.62701,1357,31.84903
marginal,17.536194,1119,22.99726
marginal,225.62204,1504,21.478416
marginal,349.62106,1098,13.866559
marginal,28.216162,1250,22.905401
marginal,90,1573,32.96696
marginal,20.184258,332,10.742282
marginal,0,771,1.8543341
marginal,0,1579,20.421242
marginal,210.26616,938,25.980202
marginal,316.1054,971,12.660629
marginal,59.66869,1658,24.169132
marginal,304.55307,1194,32.1251
marginal,333.62073,1424,25.1642
marginal,23.41986,1347,11.952662
marginal,311.29092,771,8.373114
marginal,136.43347,797,27.196117
marginal,90,998,7.3983793
marginal,226.08948,404,16.879519
marginal,0,1281,24.38277
marginal,90,191,1.2522322
marginal,110.48522,841,7.9002495
marginal,196.2275,635,22.029583
marginal,270,185,2.4999328
marginal,146.57399,1662,6.6379576
marginal,233.33777,712,1.5529548
marginal,68.94411,923,2.5797925
marginal,156.66385,1089,11.945333
marginal,250.5801,820,25.959906
marginal,126.43724,600,1.5611987
marginal,238.44037,1141,26.32912
marginal,214.20987,1136,4.4770045
marginal,172.11339,1535,33.172394
marginal,270,830,1.2778172
marginal,134.07582,1465,34.01419
marginal,138.08574,1691,30.427622
marginal,220.83723,1271,14.39993
marginal,0,804,0
marginal,261.38358,1286,17.959934
marginal,182.08092,990,30.93606
marginal,85.202415,779,10.9541855
marginal,180,303,0.92740995
marginal,112.50307,2191,28.80366
marginal,69.77792,1179,7.9973993
marginal,137.9152,896,11.10633
marginal,9.277764,1645,7.4755683
marginal,251.43613,883,31.390095
marginal,333.2692,1123,28.53483
marginal,333.65497,878,28.454052
marginal,66.82161,567,29.932974
marginal,0,640,0
marginal,247.7979,1558,9.723533
marginal,321.4976,1719,34.317738
marginal,320.72333,1359,29.449863
marginal,0,769,0
marginal,223.97284,1234,38.212208
marginal,15.601941,552,14.149742
marginal,317.3611,2001,15.964034
marginal,330.8334,1675,26.589542
marginal,90,1291,28.118727
marginal,277.6916,1094,19.943007
marginal,338.21082,1241,29.911737
marginal,253.60028,1180,6.541529
marginal,140.00877,780,6.030621
marginal,261.73254,1055,6.423098
marginal,7.974045,1307,32.516975
marginal,257.69214,1150,34.35114
marginal,288.83136,1556,36.952583
marginal,109.696335,1193,29.957394
marginal,0,807,0
marginal,335.47684,395,3.0554564
marginal,270,741,2.5346155
marginal,90,955,1.2875838
marginal,205.72156,1742,28.32667
marginal,90,1487,25.892996
marginal,289.09576,1221,40.070072
marginal,41.14821,1706,3.6900237
marginal,233.07751,1777,13.632168
marginal,239.93712,1569,24.341894
marginal,109.40487,1076,28.18918
marginal,30.528276,1456,14.740466
marginal,319.94916,738,38.041527
marginal,128.98601,1360,23.625362
marginal,83.62599,1387,16.257944
marginal,188.15083,1097,8.372496
marginal,245.93546,1300,23.590221
marginal,263.6848,1233,8.371813
marginal,249.94646,803,10.693514
marginal,256.27057,1110,18.830872
marginal,233.43552,718,1.5565225
marginal,0,583,13.648223
marginal,84.81538,1487,28.254084
marginal,70.11789,1219,15.939044
marginal,23.589275,1403,3.0333462
marginal,226.60307,975,11.972331
marginal,329.52054,995,14.733391
marginal,153.50394,1437,8.233597
marginal,77.98293,1582,45.30629
marginal,306.1682,455,1.5712038
marginal,156.76312,1466,22.91882
marginal,49.950172,1138,37.042915
marginal,70.778046,1267,18.99252
marginal,92.57936,1444,35.73146
marginal,103.43148,841,22.69177
marginal,7.3067966,1412,18.917938
marginal,0,769,0
marginal,0,894,0
marginal,103.3123,1195,29.354288
marginal,223.17883,1680,24.99365
marginal,133.62401,950,6.691115
marginal,58.68633,1492,39.001244
marginal,157.2144,448,21.990517
marginal,73.44292,1077,6.481592
marginal,172.60382,1260,18.921474
marginal,224.49553,1629,38.459805
marginal,296.1947,965,14.397111
marginal,194.76358,1369,22.709854
marginal,6.641395,1624,20.547709
marginal,302.81906,561,13.438252
marginal,331.18387,1591,10.46769
marginal,95.18792,1323,19.69975
marginal,290.36435,926,5.3152785
marginal,221.8982,1237,19.18629
marginal,219.0858,1977,28.467974
marginal,78.76067,1548,39.710846
marginal,308.95526,1173,26.067953
marginal,64.566864,973,10.673205
marginal,87.14371,764,17.996563
marginal,186.78084,545,20.553102
marginal,62.26308,1231,9.865514
marginal,46.110523,865,31.261826
marginal,151.10709,1597,35.091526
marginal,265.40698,2046,31.234972
marginal,153.50536,951,20.798527
marginal,217.19934,883,12.601259
marginal,53.96193,822,3.1498237
marginal,13.42978,1973,15.797731
marginal,202.34966,767,9.927666
marginal,131.22908,2025,32.56225
marginal,215.4993,1186,14.493047
marginal,156.58098,1350,9.021486
marginal,158.03209,1688,39.365143
marginal,106.09836,1573,13.14397
marginal,57.340008,1881,33.42187
marginal,100.093796,1409,24.788506
marginal,28.553177,1000,5.264724
marginal,351.3208,892,29.818537
marginal,259.19296,1544,27.3843
marginal,341.06454,573,3.9161062
marginal,165.21516,1511,14.097232
marginal,0,665,0
marginal,241.16695,1002,11.386999
marginal,146.04286,211,2.23525
marginal,274.3055,1374,12.167929
marginal,235.59985,1332,14.459973
marginal,126.02648,821,1.576541
marginal,270,284,1.2534456
marginal,191.26082,864,6.5906568
marginal,203.27654,1484,28.647068
marginal,26.611895,1199,27.702646
marginal,62.229794,1394,48.905037
marginal,262.396,1659,36.27851
marginal,326.14612,1338,35.800007
marginal,0,769,0
marginal,137.72859,833,3.7548816
marginal,200.40982,1027,6.893857
marginal,48.65548,1206,17.67019
marginal,99.71662,1025,10.858927
marginal,90,849,2.5671136
marginal,69.698616,297,2.6712685
marginal,11.343683,1366,36.611
marginal,234.03325,809,6.291405
marginal,64.644646,1310,10.703067
marginal,79.024185,1278,23.030876
marginal,304.65933,1500,25.82236
marginal,337.60123,1038,34.326847
marginal,196.94637,1594,27.681505
marginal,330.247,1036,14.6300745
marginal,337.56458,1395,9.933667
marginal,101.44323,1202,33.134216
marginal,80.77096,1800,42.251873
marginal,268.03186,1212,25.236664
marginal,197.96141,1585,31.492298
marginal,234.16318,1542,23.863657
marginal,88.61784,1657,33.86601
marginal,100.92916,1370,9.690437
marginal,0,891,0
marginal,43.45136,1522,24.035418
marginal,133.85764,1354,10.586839
marginal,195.23744,800,9.524147
marginal,344.468,1560,29.005924
marginal,325.5611,539,6.7166605
marginal,143.2288,560,12.532779
marginal,90,987,15.466316
marginal,134.23982,1534,11.795318
marginal,240.29967,892,5.5980144
marginal,265.2364,900,30.318426
marginal,0,776,0
marginal,335.35364,735,6.0995846
marginal,164.60258,943,4.798849
marginal,326.8281,1144,2.2150364
marginal,90,803,3.7095385
marginal,307.2825,1175,14.961928
marginal,337.1198,822,21.133722
marginal,325.37717,1228,4.4990773
marginal,270,949,8.488177
marginal,245.55069,927,23.278645
marginal,131.08186,1381,30.59205
marginal,328.5468,1627,34.338345
marginal,247.02467,234,18.354404
marginal,167.61142,812,5.678944
marginal,224.33003,1037,15.19279
marginal,134.03467,1053,11.837696
marginal,128.90909,1015,50.459198
marginal,191.63654,1134,37.244396
marginal,320.7285,1006,22.694921
marginal,257.25552,949,16.357912
marginal,198.79366,954,15.301163
marginal,99.23134,841,26.772778
marginal,232.83592,1555,37.85075
marginal,90,564,15.854036
marginal,180,1529,10.992985
marginal,257.3511,1039,55.927067
marginal,289.75568,1592,48.975964
marginal,127.44207,1648,4.567047
marginal,59.76945,1273,10.91882
marginal,95.83177,975,9.05206
marginal,244.29506,777,4.26883
marginal,233.82907,715,4.703891
marginal,256.08545,285,3.851107
marginal,94.832794,1197,10.876468
marginal,196.43419,2012,40.159824
marginal,7.134196,1472,53.880894
marginal,90,448,1.2400995
marginal,240.56082,985,26.290861
marginal,82.75913,1651,14.40586
marginal,0,925,0.92740995
marginal,180,1573,10.992985
marginal,79.04265,1299,18.811659
marginal,163.91193,1154,24.460054
marginal,214.71126,1457,15.413177
marginal,19.832375,1411,20.73592
marginal,90,508,1.2527392
marginal,14.567497,980,19.353043
marginal,30.18176,670,7.468033
marginal,281.88992,1354,25.239891
marginal,28.32695,1132,12.444497
marginal,256.81293,1773,19.534208
marginal,256.00974,840,3.8307424
marginal,306.04865,751,1.5757027
marginal,0,585,1.8543341
marginal,209.03311,1101,39.799133
marginal,92.70592,1503,64.07732
marginal,285.8797,1305,33.055286
marginal,0,1738,16.24506
marginal,96.16185,1382,16.78457
marginal,306.01462,979,4.7214465
marginal,0,1143,5.547545
marginal,175.70013,1289,30.302214
marginal,96.79465,1080,7.7910414
marginal,249.0796,965,2.5957227
marginal,221.6034,1798,7.400732
marginal,205.56567,1149,24.161858
marginal,321.56754,1121,22.455334
marginal,33.621647,1017,37.16769
marginal,358.05798,1459,31.611832
marginal,220.47731,1438,35.88793
marginal,285.8072,1185,25.426876
marginal,160.87532,986,3.9205554
marginal,98.562996,1181,6.204719
marginal,60.71216,1453,23.27622
marginal,342.24887,735,16.1166
marginal,0,769,0
marginal,90,522,3.8790824
marginal,127.07971,1629,10.644059
marginal,24.938671,628,3.0656602
marginal,171.48904,219,8.3800955
marginal,146.76207,1253,30.14039
marginal,324.04587,1266,42.61057
marginal,43.28667,339,42.357265
marginal,80.415695,832,11.00381
marginal,6.1101155,1109,22.942291
marginal,137.64116,1632,39.0265
marginal,274.25833,541,12.298481
marginal,351.38147,687,16.420652
marginal,0,786,0
marginal,43.097515,1571,24.964483
marginal,194.12328,886,19.31755
marginal,38.439957,1481,17.223831
marginal,180,864,0.92740995
marginal,3.704766,1514,17.974794
marginal,115.96266,620,8.413394
marginal,148.25627,1469,13.899103
marginal,272.41034,1827,37.589825
marginal,170.21304,969,32.64552
marginal,174.59676,1232,12.824289
marginal,84.378365,1563,33.464848
marginal,199.46165,1850,24.055338
marginal,257.74207,679,34.458076
marginal,177.56796,550,27.405642
marginal,42.107952,1866,12.308928
marginal,270,509,1.2942424
marginal,253.41008,1152,21.646675
marginal,0,927,0
marginal,252.43524,943,9.141724
marginal,298.96707,1105,16.742413
marginal,305.7859,992,7.880482
marginal,116.790115,865,12.160736
marginal,103.696625,714,11.590522
marginal,306.0907,1012,25.040457
marginal,0,894,0
marginal,0,788,9.195146
marginal,30.639809,1518,9.610758
marginal,317.4613,664,7.50935
marginal,180,1535,5.547545
marginal,92.28117,1641,22.131178
marginal,320.77917,1996,55.25503
marginal,27.45745,2117,15.303851
marginal,201.68642,1527,54.67579
marginal,341.0945,596,15.3108835
marginal,147.32846,1105,33.943115
marginal,298.22192,1932,46.70025
marginal,270,407,1.2799895
marginal,159.8823,1739,10.73781
marginal,253.66798,1729,29.927378
marginal,245.08357,1865,34.66881
marginal,166.66493,2068,33.64189
marginal,66.73316,2032,11.5797
marginal,239.14857,1549,34.77861
marginal,0,720,1.8543341
marginal,165.1597,1331,14.1006975
marginal,125.75838,966,1.5867627
marginal,70.856094,1597,26.271729
marginal,7.5147233,1496,33.800262
marginal,0,192,0
marginal,232.75426,804,1.5320827
marginal,94.63057,1408,21.852318
marginal,24.382807,1333,12.039424
marginal,76.136406,405,3.8649435
marginal,253.80531,1856,32.556255
marginal,16.569567,835,8.642911
marginal,218.98506,781,17.34779
marginal,341.53516,545,7.7745824
marginal,133.28842,1251,14.557854
marginal,344.10953,1520,38.93422
marginal,162.80688,1036,20.444925
marginal,34.188946,1035,4.4758983
marginal,326.88037,1375,20.164803
marginal,336.38327,1011,6.051041
marginal,170.77853,1487,7.4743857
marginal,64.83502,1414,31.345505
marginal,48.85787,736,11.135349
marginal,74.80803,1284,20.336521
marginal,318.51874,1275,23.37162
marginal,140.44572,1561,49.107506
marginal,36.22529,1339,49.330666
marginal,74.222496,1284,10.126573
marginal,96.94622,586,7.6238484
marginal,172.62393,1137,9.270545
marginal,46.90735,930,46.1939
marginal,58.202595,1619,32.828278
marginal,140.06126,1118,25.900845
marginal,318.74072,1391,33.725174
marginal,169.74072,1088,25.504541
marginal,8.3625145,1604,36.3634
marginal,71.62745,1912,8.7589245
marginal,166.31984,1054,10.385042
marginal,96.83686,1128,7.743746
marginal,0,807,0
marginal,127.25797,1351,25.7014
marginal,270,969,2.5219796
marginal,198.45648,1441,37.522446
marginal,90,795,2.4943893
marginal,324.95364,1271,45.240036
marginal,52.495537,713,29.17729
marginal,197.53677,1332,30.718254
marginal,214.2863,815,2.2439594
marginal,58.345634,1883,31.671234
marginal,85.715744,1231,12.226405
marginal,0,787,0
marginal,317.09988,925,3.7928329
marginal,69.95576,363,5.3961115
marginal,75.50735,1226,3.7010155
marginal,11.452053,1137,33.451298
marginal,229.02602,860,21.553747
marginal,159.6569,1201,10.753025
marginal,356.7307,406,21.262993
marginal,32.84451,1487,10.905995
marginal,294.93265,1858,36.114758
marginal,353.2914,1105,10.164736
marginal,126.61333,912,4.655087
marginal,338.7155,1723,35.46165
marginal,0,1078,7.3788605
marginal,325.84564,1456,40.06883
marginal,306.77942,602,7.6987376
marginal,66.10718,1584,9.082933
marginal,115.56692,709,4.2902317
marginal,265.73187,1244,12.27116
marginal,54.494038,1251,27.904345
marginal,17.243902,660,8.673415
marginal,16.955914,1178,27.682703
marginal,295.7338,1901,29.21564
marginal,287.11816,1260,9.368749
marginal,110.15002,1035,8.024447
marginal,280.1493,566,5.2487106
marginal,253.373,756,12.750801
marginal,256.29968,774,7.783855
marginal,103.987656,760,25.117075
marginal,114.12653,872,6.7754607
marginal,191.98431,1444,27.903479
marginal,0,927,0
marginal,213.32724,900,35.63422
marginal,95.32335,1059,19.237112
marginal,116.93775,1465,24.916136
marginal,301.195,1595,30.702457
marginal,204.71185,1332,3.060062
marginal,320.41278,1301,34.728607
marginal,0,892,0
marginal,0,789,2.7802885
marginal,148.28738,1216,11.822324
marginal,251.4431,884,11.500546
marginal,91.73277,1611,28.162151
marginal,335.59253,526,14.930358
marginal,305.52634,1841,32.649273
marginal,350.2837,1125,31.967772
marginal,357.14633,900,23.634787
marginal,46.27421,806,15.697197
marginal,83.18841,1135,28.631884
marginal,344.37408,1413,29.748253
marginal,270,867,1.2729789
marginal,180,1293,1.8543341
marginal,215.18565,625,39.75639
marginal,55.458138,1112,15.93375
marginal,0,927,0
marginal,344.57266,550,9.532646
marginal,137.60484,942,33.32824
marginal,299.7663,1151,21.369108
marginal,5.5628824,1580,41.813915
marginal,85.23078,1272,21.275867
marginal,144.65062,1204,33.222477
marginal,41.96907,1176,20.310907
marginal,356.01776,1773,17.13516
marginal,216.8196,1503,15.806802
marginal,70.70725,823,32.494606
marginal,202.17073,1253,15.62541
marginal,331.2303,696,5.27555
marginal,192.73459,606,11.26321
marginal,225.05437,557,24.621717
marginal,127.74608,1422,17.605413
marginal,224.53261,1019,15.243088
marginal,33.54482,783,23.136795
marginal,2.5238898,1704,25.924603
marginal,0,769,0
marginal,0,1150,9.195146
marginal,0,769,0
marginal,0,482,0
marginal,11.427642,1605,32.78525
marginal,309.76895,935,11.444521
marginal,278.526,955,6.2312407
marginal,31.402575,1591,19.81657
marginal,180,676,1.8543341
marginal,325.56537,659,4.488962
marginal,240.47865,1673,49.78408
marginal,349.2308,1571,24.767822
marginal,336.7541,673,12.900196
marginal,184.36037,1134,30.304209
marginal,27.598286,1662,10.351605
marginal,180,1591,5.547545
marginal,283.62753,1471,11.646598
marginal,215.94357,1500,40.023045
marginal,99.22845,1445,21.986755
marginal,25.810486,1653,29.916653
marginal,62.66361,1369,4.0327997
marginal,155.64409,1408,29.623194
marginal,229.06775,1505,23.976723
marginal,139.16832,1582,3.6723998
marginal,321.7552,409,8.210035
marginal,189.61029,957,14.718537
marginal,133.61528,632,22.899406
marginal,350.6155,1548,21.493362
marginal,228.81503,1493,47.246365
marginal,78.13313,466,8.947165
marginal,192.1938,1364,5.674767
marginal,296.34937,1326,18.172232
marginal,0,769,0
marginal,278.95563,1770,31.961231
marginal,22.184055,1869,38.80503
marginal,330.85767,1362,25.72859
marginal,296.7721,1715,35.706673
marginal,70.05063,753,20.784788
marginal,255.19437,1661,32.353085
marginal,73.32171,1631,21.545448
marginal,183.74767,1620,17.975615
marginal,246.25247,2103,46.264183
marginal,52.4216,1240,14.865787
marginal,265.5887,1455,32.267788
marginal,158.07892,1166,19.238352
marginal,288.75433,1971,19.41467
marginal,204.94952,544,3.06593
marginal,90,797,2.446627
marginal,270,496,1.2944868
marginal,185.76474,1231,22.929401
marginal,241.8212,1186,34.43438
marginal,292.05667,760,12.1632395
marginal,333.1563,742,8.258382
