system:index,Burned,Fire_ID,LANDSAT_ID,Year,dnbr,nbr_delta,nbr_min,ndvi_max,.geo
0_000000000000000001b5_8,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.541411,0.6774945,-0.20120725,0.67422205,
0_000000000000000001b5_9,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.8642529,0.6632435,-0.16036381,0.78416014,
0_000000000000000001b5_10,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.46012938,0.57808006,-0.21173725,0.58603126,
0_000000000000000001b5_11,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.81215775,0.841158,-0.16796339,0.77954006,
0_000000000000000001b5_12,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.86645323,0.7314917,-0.17997293,0.7848101,
0_000000000000000001b5_13,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.89741194,0.68589425,-0.1853228,0.81982726,
0_000000000000000001b5_14,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.6452823,0.42569202,-0.14596003,0.7356863,
0_000000000000000001b5_15,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.79675096,0.6921011,-0.2379714,0.7652619,
0_000000000000000001b5_16,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.42167604,0.5212904,-0.11048359,0.5963149,
0_000000000000000001b5_17,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.75663036,0.6121938,-0.22398114,0.7294686,
0_000000000000000001b5_18,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.5502075,0.6243751,-0.18930331,0.6573795,
0_000000000000000001b5_19,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.50085205,0.5530473,-0.1811617,0.6019248,
0_000000000000000001b5_20,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.8039054,0.8145639,-0.20893008,0.7378098,
0_000000000000000001b5_21,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.89347076,0.7113216,-0.18137035,0.8041494,
0_000000000000000001b5_22,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.31724173,0.44152904,-0.16179705,0.5591596,
0_000000000000000001b5_23,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.7431401,0.81327945,-0.21866667,0.74788624,
0_000000000000000001b5_24,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.62703574,0.6490964,-0.1611021,0.66759,
0_000000000000000001b5_25,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.8796172,0.6550587,-0.17309502,0.798374,
0_000000000000000001b5_26,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.32667506,0.52396435,-0.21590175,0.5584507,
0_000000000000000001b5_27,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.30103537,0.436511,-0.16755402,0.54745096,
0_000000000000000001b5_28,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.26590526,0.47354835,-0.18930681,0.5402062,
0_000000000000000001b5_29,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.8763714,0.6242987,-0.20739405,0.8123393,
0_000000000000000001b5_30,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.31898138,0.4504151,-0.091912955,0.57452863,
0_000000000000000001b5_31,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.7981664,0.86880815,-0.22450846,0.769986,
0_000000000000000001b5_32,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.81693333,0.84124964,-0.20793866,0.798374,
0_000000000000000001b5_33,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.8745308,0.85803485,-0.15409532,0.81495565,
0_000000000000000001b5_34,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.29848218,0.37614822,-0.03550896,0.5426696,
0_000000000000000001b5_35,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.9281686,0.7140609,-0.21335807,0.81982726,
0_000000000000000001b5_36,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.5241449,0.6039084,-0.16781083,0.65952647,
0_000000000000000001b5_37,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.5588175,0.72237015,-0.2523302,0.66475093,
0_000000000000000001b5_38,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.8807745,0.8206082,-0.21996303,0.7819672,
0_000000000000000001b5_39,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.9276217,0.81341255,-0.2005457,0.81982726,
0_000000000000000001b5_40,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.45230865,0.44871238,-0.1066263,0.5930388,
0_000000000000000001b5_41,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.89965296,0.8563645,-0.22580644,0.81982726,
0_000000000000000001b5_42,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.91049916,0.9407382,-0.20150658,0.80944693,
0_000000000000000001b5_43,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.31027225,0.41798282,-0.13138232,0.5107143,
0_000000000000000001b5_44,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.26992053,0.33470955,-0.06115235,0.54002255,
0_000000000000000001b5_45,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.7313588,0.86448514,-0.20361248,0.7365572,
0_000000000000000001b5_46,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.5635298,0.6657815,-0.24828711,0.69521046,
0_000000000000000001b5_47,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.36365336,0.5009822,-0.06956832,0.61781204,
0_000000000000000001b5_48,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.4800359,0.47382843,-0.03667297,0.6731044,
0_000000000000000001b5_49,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.39257282,0.54755217,-0.18930681,0.57322174,
0_000000000000000001b5_50,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.8135996,0.7695233,-0.20961682,0.7689615,
0_000000000000000001b5_51,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.44604528,0.46015617,-0.1811617,0.6543564,
0_000000000000000001b5_52,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.2183733,0.4259388,-0.10716153,0.54812,
0_000000000000000001b5_53,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.61064297,0.77026105,-0.2569624,0.69940704,
0_000000000000000001b5_54,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.42123884,0.68358386,-0.17865936,0.69304556,
0_000000000000000001b5_55,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.30931872,0.4893057,-0.11296162,0.55528355,
0_000000000000000001b5_56,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.18643583,0.31991,-0.09226771,0.40923825,
0_000000000000000001b5_57,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.3844986,0.65423095,-0.25267303,0.6544071,
0_000000000000000001b5_58,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.49215862,0.7319709,-0.23721999,0.69918054,
0_000000000000000001b5_59,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.31000552,0.501657,-0.17338596,0.567514,
0_000000000000000001b5_60,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.46737763,0.66534454,-0.21695201,0.6680741,
0_000000000000000001b5_61,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.32652235,0.4827295,-0.16131215,0.5815661,
0_000000000000000001b5_62,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.37190142,0.62906176,-0.20606554,0.65625,
0_000000000000000001b5_63,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.2992548,0.5014328,-0.17561762,0.5851805,
0_000000000000000001b5_64,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.2696062,0.47635093,-0.18634886,0.53371555,
0_000000000000000001b5_65,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.265735,0.4819786,-0.17898194,0.5249406,
0_000000000000000001b5_66,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.48066562,0.6527294,-0.19932622,0.66972476,
0_000000000000000001b5_67,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.26160815,0.40264735,-0.14898595,0.5055211,
0_000000000000000001b5_68,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.20656748,0.36587375,-0.16224518,0.45126835,
0_000000000000000001b5_69,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.2583502,0.37651888,-0.17575987,0.5220667,
0_000000000000000001b5_70,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.21343954,0.28616697,-0.14849624,0.494388,
0_000000000000000001b5_71,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.5337975,0.67774034,-0.22672907,0.6882641,
0_000000000000000001b5_72,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.68536764,0.78935224,-0.2537558,0.7642436,
0_000000000000000001b5_73,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.30327755,0.39484283,-0.10741049,0.5010482,
0_000000000000000001b5_74,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.39707857,0.42807433,-0.18689501,0.58147717,
0_000000000000000001b5_75,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.33683652,0.42310503,-0.12197581,0.5270758,
0_000000000000000001b5_76,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.48682314,0.6708989,-0.23344557,0.6912833,
0_000000000000000001b5_77,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.49259865,0.4417136,-0.1823546,0.6271981,
0_000000000000000001b5_78,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.38469633,0.42861754,-0.1653718,0.57812935,
0_000000000000000001b5_79,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.32342324,0.45205522,-0.15055211,0.5354659,
0_000000000000000001b5_80,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.41780767,0.44442415,-0.23123828,0.626403,
0_000000000000000001b5_81,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.32535636,0.43458694,-0.14410931,0.5354659,
0_000000000000000001b5_82,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.2999413,0.40646347,-0.1556384,0.51815826,
0_000000000000000001b5_83,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.29200265,0.31773734,-0.11752577,0.49357226,
0_000000000000000001b5_84,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.2974341,0.43125594,-0.16117327,0.51596767,
0_000000000000000001b5_85,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.41947237,0.5794147,-0.18859139,0.618797,
0_000000000000000001b5_86,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.3285506,0.45288026,-0.15016355,0.5292331,
0_000000000000000001b5_87,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.36244792,0.5214134,-0.17425622,0.60031784,
0_000000000000000001b5_88,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.486098,0.61146796,-0.22532253,0.60486084,
0_000000000000000001b5_89,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.36042506,0.46642312,-0.15621501,0.53367066,
0_000000000000000001b5_90,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.58126503,0.6347411,-0.13595934,0.67956656,
0_000000000000000001b5_91,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.3602684,0.51971066,-0.18859139,0.57386136,
0_000000000000000001b5_92,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.3128764,0.4032472,-0.14269108,0.49838188,
0_000000000000000001b5_93,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.3663355,0.4723396,-0.16225961,0.51798296,
0_000000000000000001b5_94,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.34671268,0.45675278,-0.18,0.5062666,
0_000000000000000001b5_95,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.52141684,0.54462516,-0.17716414,0.6517997,
0_000000000000000001b5_96,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.32410836,0.42787486,-0.159065,0.5224242,
0_000000000000000001b5_97,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.28461853,0.40438947,-0.12643003,0.5125798,
0_000000000000000001b5_98,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.32858488,0.46764606,-0.15016355,0.5598361,
0_000000000000000001b5_99,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.3560552,0.4685087,-0.13054112,0.5455235,
0_000000000000000001b5_100,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.6119613,0.7254764,-0.18939394,0.6943681,
0_000000000000000001b5_101,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.58940744,0.6975632,-0.17676452,0.7114117,
0_000000000000000001b5_102,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.24232344,0.3958767,-0.13618676,0.50057715,
0_000000000000000001b5_103,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.33716497,0.48588437,-0.16831683,0.5435918,
0_000000000000000001b5_104,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.2619254,0.4031077,-0.12514828,0.5070369,
0_000000000000000001b5_105,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.3101975,0.48791826,-0.2022502,0.50816107,
0_000000000000000001b5_106,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.23717263,0.37327087,-0.13231479,0.4915254,
0_000000000000000001b5_107,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.08070992,0.27265143,-0.1375948,0.36403656,
0_000000000000000001b5_108,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.21406756,0.3776309,-0.13865176,0.4969964,
0_000000000000000001b5_109,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.31045586,0.4979335,-0.18036596,0.5719468,
0_000000000000000001b5_110,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.4526574,0.54225475,-0.2074074,0.6026588,
0_000000000000000001b5_111,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.29163364,0.42473075,-0.18733636,0.61076874,
0_000000000000000001b5_112,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.48870486,0.45596454,-0.21242905,0.65102637,
0_000000000000000001b5_113,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.19883877,0.4146284,-0.15838365,0.49949065,
0_000000000000000001b5_114,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.43799883,0.5838372,-0.21284185,0.6134729,
0_000000000000000001b5_115,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.37504062,0.5732924,-0.23308618,0.5914258,
0_000000000000000001b5_116,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.58171964,0.6411916,-0.21686381,0.6493913,
0_000000000000000001b5_117,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.14714469,0.30057195,-0.1605117,0.42243436,
0_000000000000000001b5_118,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.39871165,0.56902426,-0.15580384,0.60366714,
0_000000000000000001b5_119,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.43656865,0.5791779,-0.09715243,0.6494279,
0_000000000000000001b5_120,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.21779105,0.35721612,-0.21435897,0.43390357,
0_000000000000000001b5_121,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.2195549,0.48275873,-0.24620187,0.5356467,
0_000000000000000001b5_122,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.35735676,0.59326524,-0.21435897,0.5844573,
0_000000000000000001b5_123,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.67898905,0.6598514,-0.13122477,0.6932907,
0_000000000000000001b5_124,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.5669675,0.5493719,-0.19709475,0.6562379,
0_000000000000000001b5_125,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.37604207,0.587708,-0.15580384,0.6412811,
0_000000000000000001b5_126,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.44348443,0.5140826,-0.18074925,0.6192385,
0_000000000000000001b5_127,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.35347134,0.5120444,-0.121212125,0.6368195,
0_000000000000000001b5_128,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.5017314,0.5517081,-0.09814879,0.65699714,
0_000000000000000001b5_129,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.46720684,0.4651218,-0.15580384,0.5998412,
0_000000000000000001b5_130,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.5096225,0.5481325,-0.1341356,0.6581014,
0_000000000000000001b5_131,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.23924577,0.29029492,-0.07174734,0.5508156,
0_000000000000000001b5_132,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.5695686,0.6936775,-0.1502146,0.7454903,
0_000000000000000001b5_133,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.4142245,0.43252316,-0.13284773,0.54659134,
0_000000000000000001b5_134,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.64038926,0.42368704,-0.15580384,0.7069209,
0_000000000000000001b5_135,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.5161754,0.56842524,-0.1919192,0.6385623,
0_000000000000000001b5_136,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.5432662,0.5858877,-0.18650307,0.65102637,
0_000000000000000001b5_137,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.57909197,0.6630688,-0.14947994,0.7048307,
0_000000000000000001b5_138,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.59621805,0.6615611,-0.14608328,0.7186367,
0_000000000000000001b5_139,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.48746932,0.55126,-0.14171657,0.63326883,
0_000000000000000001b5_140,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.4476864,0.51249033,-0.17741935,0.6492563,
0_000000000000000001b5_141,1,Ventana_1999,LT05_L1TP_232088_19990210_20161219_01_T1_&_LT05_L1TP_232089_19990210_20161220_01_T1,1999,0.56334597,0.6121054,-0.12504505,0.6843714,
